CODE_QUARTIER;INCOME_1;INCOME_2;INCOME_3;INCOME_4;INCOME_5;INCOME_6;INCOME_7;INCOME_8;INCOME_9;INCOME_10;INCOME_11;INCOME_12;INCOME_13;INCOME_14;INCOME_15;INCOME_16;FAMILIES_1;FAMILIES_2;FAMILIES_3;FAMILIES_4;FAMILIES_5;FAMILIES_6;FAMILIES_7;FAMILIES_8;FAMILIES_9;FAMILIES_10;POP_IN_LABOUR_FORCE_CIVIL_EMP;POP_IN_LABOUR_FORCE_CIVIL_UNEMP;POP_IN_LABOUR_FORCE_ARME;POP_OUT_LABOUR_FORCE;OCC_1;OCC_2;OCC_3;OCC_4;OCC_5;IND_1;IND_2;IND_3;IND_4;IND_5;IND_6;IND_7;IND_8;IND_9;IND_10;IND_11;IND_12;IND_13;WORKER_1;WORKER_2;WORKER_3;WORKER_4;0_VEHICLE;1_VEHICULE;2_VEHICULE;3_MORE_VEHICULE;SEXE_M;SEXE_F;TR1_AGE ;TR2_AGE ;TR3_AGE ;TR4_AGE ;TR5_AGE ;TR6_AGE ;TR7_AGE ;TR8_AGE ;TR9_AGE ;TR10_AGE ;TR11_AGE ;TR12_AGE ;TR13_AGE ;RELATION_HOUSEHOLDER;RELATION_SPOSE;RELATION_CHILD;RELATION_OTHER;RELATION_NORELATIVE;RELATION_NORELATIVE_UNMARRIED;SCHOOL_BEFORE;SCHOOL_KINDERGARDEN;SCHOOL_ELEMENTARY;SCHOOL_HIGH;SCHOOL_COLLEGE;EDUC_1;EDUC_2;EDUC_3;EDUC_4;EDUC_5;EDUC_6;EDUC_7;OWNER_OCC;RENTER_OCC;1_UNIT_DET;1_UNIT_ATT;2_UNITS;3_4_UNITS;5_9_UNITS;10_19_UNITS;20_MORE_UNITS;MOBILE_HOME;BOAT_RV_VAN
BK95;1152;724;1448;1324;1239;2125;910;863;262;175;8309;2091;1116;577;457;2549;506;439;1000;996;729;1549;730;671;191;162;13293;2116;29;8044;2919;5072;2782;1344;1176;0;1070;328;104;1399;979;169;666;1458;4825;713;938;644;9895;2595;803;0;6394;3189;506;133;13695;16238;2105;2090;1879;2303;2290;4677;4142;4238;1635;1525;1724;838;487;10222;2884;9622;5370;1407;469;560;353;3156;2025;2778;1683;2248;7110;3816;1237;2259;913;2199;8023;481;976;1978;1858;1087;749;4447;0;0
BK96;2213;1238;2096;2253;3024;3883;2288;2079;595;386;16203;5175;2585;1141;921;3702;929;576;1579;1564;2185;2929;1859;1756;547;378;25406;3201;48;16441;6145;8847;5932;2198;2284;0;1414;620;169;2658;2142;496;1450;1792;10201;1342;1723;1399;18817;5416;1173;0;10973;6724;1765;593;25251;31026;3890;3048;3435;3757;3987;7788;7452;8423;3690;3601;4295;2147;764;20055;6233;18237;8781;2227;764;925;797;5091;3352;4577;2897;3781;13841;7720;3326;4550;2045;6000;14055;1093;2940;5054;5487;1616;961;5150;0;0
BK45;641;445;1286;1207;1927;2438;2378;3580;1388;1142;13162;5067;3021;652;277;1071;209;187;769;732;1434;1858;1835;3219;1279;1091;20962;2225;42;14197;8593;3455;5705;1618;1591;0;1341;900;559;1860;1626;619;1866;2055;6734;1078;1068;1256;14792;4990;1166;14;2679;7469;5130;1154;23370;24981;3612;3844;2896;3071;2820;6093;6382;6799;3289;2921;3041;2455;1128;16432;9951;17318;3766;864;514;1100;758;5397;2441;4011;1126;1608;9143;5984;2885;6727;4635;12144;4288;4043;5389;5246;2369;114;35;303;24;0
BK50;2516;973;2305;2412;3393;5073;4108;4438;1661;790;23894;5594;2582;1517;810;4034;1621;555;1459;1718;2683;3962;3582;3683;1571;727;40464;4120;113;23491;13768;11149;8685;2660;4202;0;1741;886;520;3470;3707;903;2859;3309;15855;2100;2186;2928;28593;10208;1663;0;9393;11803;5115;1358;38598;47562;5005;5857;5678;7308;6933;11685;11590;13843;5721;4656;4580;2306;998;27669;10837;30829;12513;2792;1006;1332;1333;9093;6328;9623;3547;4693;17016;11129;5411;8812;4771;13555;14114;2596;3746;14898;4306;659;718;2868;9;0
BK58;1501;725;2179;2138;3072;4390;3316;3631;1588;739;19675;5975;3780;1327;547;3555;744;358;1171;1460;2249;3485;2790;3359;1489;670;33584;3486;14;19251;12266;8419;7459;2322;3118;20;1435;956;498;2544;3137;651;2502;3012;13164;1725;1902;2038;24058;7329;2163;34;7662;9689;4851;1077;32144;38728;4304;4380;4885;5289;5760;9372;8553;10658;5255;3985;5069;2338;1024;23279;9877;26109;9483;1992;685;1240;871;7463;4641;7452;2541;3613;14572;8490;4457;8108;4473;13871;9408;4125;6157;6526;1684;259;548;5379;4;0
BX27;2360;1074;1577;1002;1214;1022;359;245;3;21;6012;2074;517;1590;997;4665;1208;659;1230;819;865;807;310;142;3;21;8506;2110;21;9125;1219;3454;1875;800;1158;39;576;306;294;811;418;170;499;820;2573;1145;683;172;7132;793;581;0;6874;1515;470;18;13202;14360;2377;2076;2863;2222;2505;4746;3557;2975;1029;939;1436;649;188;8877;1773;11252;2771;1617;608;466;563;4289;1956;1524;3076;4049;3980;2139;942;1032;301;472;8405;107;199;374;1036;549;961;6280;7;0
BX33;2227;991;1353;1114;894;872;430;318;82;37;5415;1885;441;1738;792;4417;1099;480;1011;865;753;747;270;303;38;8;8293;1175;0;8694;1423;3001;2030;646;1193;0;538;450;215;1065;352;142;715;902;2132;1069;586;127;6765;865;609;54;6019;1816;357;126;11721;13821;2321;2298;2422;2363;1988;3964;3082;3097;1007;803;1348;664;185;8318;1424;10853;2678;1273;706;495;544;3837;1829;1514;3626;2600;3705;2190;924;744;361;650;7668;192;219;584;906;620;906;5629;18;0
BX34;2998;1670;2167;1695;1758;1377;562;396;132;21;8393;3123;857;2471;1664;6809;1646;912;1501;1167;1346;1053;379;360;121;21;12696;2758;56;11684;1747;5119;3330;666;1834;0;516;717;264;2009;862;179;604;809;4111;1648;573;404;9908;1920;868;0;9793;2330;572;81;17157;21863;3527;4167;3425;2800;3754;6486;4218;4282;1461;1621;1764;1192;323;12776;2355;15883;5445;1984;860;711;957;6197;2577;2462;4914;4426;5651;3492;962;1458;444;1085;11691;210;465;538;1207;808;1255;9315;0;44
BX39;4511;2591;3252;2109;2011;1567;779;487;142;48;11196;4348;1424;3623;1959;9137;2536;1498;2412;1657;1553;1114;632;386;108;44;17350;3280;17;18065;2402;6808;4029;1300;2811;20;1068;797;400;2418;1056;267;786;1413;4827;2884;937;477;13798;2626;917;9;13656;3198;616;27;25356;26776;4645;4210;3835;4930;4731;7543;7224;6359;2103;1854;2741;1596;361;17497;3372;20970;6113;3224;1177;930;974;6760;4405;2663;7076;6303;8129;3910;1757;1995;611;829;16668;204;654;873;957;1350;2444;12587;22;20
BX01;2584;1455;1417;1284;1282;1028;457;292;32;16;6393;2349;638;2033;1365;5283;1472;923;1017;946;850;864;393;248;9;16;8611;2489;0;11292;1350;3490;2209;648;914;32;407;237;70;1233;506;110;409;710;2986;854;553;504;6766;1540;305;0;7271;2249;283;44;13919;16796;2605;2769;2396;3303;3091;4214;3842;4279;1317;781;1339;575;204;9847;1769;12780;3928;1296;514;468;727;4289;2770;1753;3162;3964;4515;2786;709;1090;325;527;9320;99;175;401;542;488;1009;7806;6;0
BX35;2892;1121;2371;1344;2032;1313;802;463;101;36;8855;2877;833;1880;1565;6343;1458;653;1847;1044;1657;1029;567;370;87;16;13117;2939;17;11749;2628;5004;2871;893;1721;0;662;404;264;1331;1237;193;741;1384;4740;983;663;515;10010;1999;1094;14;9140;2784;432;119;17261;20611;3045;2940;3201;3738;3243;5556;5060;4711;2118;1289;1759;880;332;12475;2593;15433;4886;1769;654;852;518;5195;3091;2633;4100;4302;5894;4013;1224;1539;633;1142;11333;143;499;777;1494;644;1379;8816;30;0
BX75;1758;759;1166;916;822;907;338;179;47;20;4647;1632;405;1004;666;3605;752;645;725;686;714;656;314;109;31;20;6702;1296;0;6223;1103;2383;1842;368;1006;0;233;336;77;1008;513;91;364;485;2217;800;433;145;5328;1002;360;12;4878;1682;280;72;9505;10847;2170;1727;1850;2030;1452;2828;2459;2536;932;638;1078;521;131;6912;1435;8349;2213;1209;608;378;314;3023;1663;1189;2557;2024;2896;1596;705;1067;278;767;6145;211;255;599;712;395;526;4727;0;0
BX14;4268;2378;3217;2211;3251;3318;1323;998;306;73;15263;5136;2242;2913;2347;8934;1855;1419;2186;1477;2203;2349;970;546;224;56;23795;4341;65;20233;4455;8538;5550;2158;3094;0;1554;1024;581;2967;1627;433;1392;1871;6600;2765;1758;1223;18555;3562;1664;14;15820;4573;776;174;30751;32753;4862;4631;4689;5319;5274;9679;8452;8361;3404;2396;3898;1857;682;21343;4556;23427;8963;3499;1500;800;912;7853;4570;4347;8346;6524;9297;6989;2248;3602;1723;2321;19022;261;282;750;1480;634;1636;17887;0;47
BX36;3451;1954;3189;2171;2737;2288;1087;487;225;42;13644;2882;1282;2563;2305;8542;1723;1310;2418;1547;2002;1672;819;350;141;42;20898;5438;30;14269;2846;8224;5167;1511;3150;5;906;807;781;3134;1514;273;1622;1635;5670;2257;1885;409;16923;2251;1724;0;12474;4403;591;163;25476;28468;4263;3967;4233;4940;5142;8102;6858;7731;3050;2238;2285;804;331;17631;3853;19787;7341;3704;1249;1118;710;6834;4154;3362;5597;5466;9474;4732;2631;2480;1019;874;16757;390;176;1002;1138;484;777;15484;0;100
BX40;1812;1115;1510;920;1182;918;572;257;30;22;6179;1345;281;1261;1112;4330;1035;759;1035;591;840;748;470;182;11;11;9338;2376;0;6610;1025;4027;2223;533;1530;0;465;348;139;1415;512;58;477;591;2665;1651;822;195;7223;1088;1027;0;6646;1573;119;0;11876;14460;2852;2409;2212;2604;2230;3929;3656;3196;913;844;870;537;84;8338;1432;10716;3470;1859;511;351;405;3862;2248;1407;3226;2902;3429;2208;671;1091;502;231;8107;101;56;197;235;488;560;7265;0;0
BX41;3064;1766;2891;2072;2485;2386;1130;490;156;88;12572;2501;953;2619;2040;7634;1786;1310;2180;1533;1848;1725;703;444;123;32;20255;4308;0;14668;2590;8350;4692;1763;2860;67;1133;978;384;2844;1558;325;1085;1380;5852;2645;1632;372;16858;1932;1457;8;12038;3393;1031;66;25515;26722;4405;3813;3756;5049;4468;7709;7378;7764;2471;1794;2311;1002;317;16528;3875;19758;7541;3723;1318;911;700;6441;4026;3445;6992;4957;7893;5011;2282;2486;1125;495;16033;288;279;592;732;450;766;14770;0;75
BX05;3248;1887;3326;1824;2450;2592;1434;1164;162;166;13771;3323;1272;2175;1269;7391;1711;1090;2177;1264;1685;2011;957;736;143;132;20631;3158;42;15413;3599;7265;5455;1688;2624;23;1372;889;351;3533;1238;684;1207;1719;5249;2351;1607;408;16605;2352;1674;0;13130;4567;495;61;24990;27601;4280;3995;4273;4087;4111;8646;7584;7444;2393;2031;2496;901;350;18253;4454;19512;6805;3169;1284;856;812;6587;3784;3305;5803;5666;8727;5479;1927;3071;1172;962;17291;291;179;869;1205;682;1579;14764;20;18
BX30;1894;1032;1635;1496;1505;1499;778;528;150;82;8158;2221;1020;1518;710;4304;790;783;1135;1064;1085;856;567;351;123;47;12653;2783;0;8817;2592;4479;3232;805;1545;0;683;373;281;1900;903;234;872;1038;3835;1410;773;351;10050;1698;905;0;7692;2374;443;90;13741;16858;1816;2227;2038;2143;2709;5129;4491;3818;1510;1482;1542;986;708;10599;2615;11053;3718;1626;676;466;435;3406;1772;1792;3015;3184;5757;3425;1019;2468;798;1540;9059;210;123;284;390;327;798;9495;13;0
BX43;2012;1326;1998;1663;1760;2891;1412;811;215;104;11201;2645;1080;1481;735;4801;774;714;1518;1131;1173;1985;837;583;190;83;17189;2489;13;10960;3822;5264;5276;1038;1789;21;710;636;504;2614;1065;379;1658;886;4930;2100;1015;671;13874;2347;968;0;9239;4123;644;186;19023;22194;4087;2774;3221;2725;3578;7427;6080;4681;1679;1363;1943;1093;566;14192;3786;14540;6007;1972;1083;770;382;5288;1954;2797;3752;3418;7493;3895;1374;3356;1544;862;13330;375;189;471;795;580;455;12288;0;10
BX22;624;290;859;592;1104;1935;1379;1962;809;1355;8115;3722;2142;227;129;526;98;46;91;256;394;876;798;1224;563;1233;12494;770;9;9288;6889;1228;3200;555;622;5;458;343;206;699;518;419;1434;1528;4631;962;795;496;9391;2158;935;10;3048;5362;2154;345;12747;14092;1634;1260;1178;2110;2198;2814;3283;3525;1671;1450;2399;1987;1330;10909;4329;6476;635;1143;591;571;160;1907;963;3683;715;775;2817;2499;701;4982;5970;5531;5378;1504;310;559;653;76;296;8963;0;0
BX28;2084;1313;2099;2289;2560;3497;1471;1408;500;126;13886;3711;1936;1441;1126;4842;1172;757;1477;1312;1882;2342;1178;943;427;126;22016;3592;8;13498;4750;7290;5745;1769;2462;371;823;841;383;2713;1538;386;1686;1891;7189;2175;1330;690;16920;3561;1524;11;10902;5365;906;174;22577;27138;3331;3232;3167;3754;4447;7302;6488;7166;3128;2218;2834;1654;994;17347;4931;17697;5803;2796;1096;696;460;5349;3194;4069;4480;4074;8905;5889;2378;3988;2070;2536;14811;496;255;836;661;278;495;15407;104;0
BX29;841;503;1131;925;1333;2488;1590;1921;973;1036;9573;3897;2097;676;264;1323;192;227;624;326;732;1314;817;1214;801;907;13995;1243;0;9487;7536;2398;3047;409;605;0;212;437;184;1001;598;723;1574;1530;4845;1315;874;702;10538;2484;955;18;5238;6047;1284;172;14091;15757;2101;1287;1534;1368;1506;4163;4433;3624;1937;1992;2524;2053;1326;12741;4855;8209;1450;1395;543;525;368;2174;1094;2534;1418;1384;3692;3536;1292;4941;5789;4611;8130;434;250;521;247;108;419;12149;56;0
BX08;2039;1123;1796;1282;1390;1796;984;784;136;118;8483;2422;916;1123;936;4211;1015;733;1376;901;962;1328;746;649;134;71;14371;2019;0;10188;2732;4746;3307;1950;1636;6;1647;481;132;1655;1047;320;966;1202;3916;1697;894;408;11133;2007;1218;13;7017;3483;779;169;17175;18150;3281;2360;2555;2551;3031;6467;4169;4846;1733;1331;1726;980;295;11448;3120;12515;5382;2780;912;572;626;4036;2179;2024;3870;3971;6195;3285;1150;2182;894;1578;9870;484;363;1281;3151;652;818;6049;33;37
BX09;2510;1575;2763;2237;2362;2746;1788;1819;584;273;13331;5594;2938;2341;886;5632;1209;962;1655;1643;1667;2056;1406;1607;513;220;21052;1894;0;19305;5966;6326;5550;961;2249;20;574;810;474;2212;1604;527;1651;1527;8215;1335;863;1240;15341;5132;573;6;9348;6706;2076;527;23977;29823;3278;3542;3752;4732;4439;6928;6845;7326;3613;2571;4177;1885;712;18657;4571;21278;6377;2627;1363;648;709;6024;4165;4449;3941;5536;10129;6068;2673;3942;1768;5068;13589;2112;2270;2492;1455;307;315;10890;17;38
BX46;1096;559;1364;1297;2142;3055;1693;1062;260;62;10043;2532;1624;935;237;2274;404;274;782;738;1323;1770;862;851;241;62;14398;1503;0;8100;4518;3799;4246;683;1152;0;363;289;118;1302;1183;431;1696;1274;4769;1451;614;908;9942;3719;737;0;7640;4277;562;111;14394;15982;2274;2045;1784;1569;1749;4837;5103;4361;1931;1334;2057;1016;316;12590;3529;9848;2792;1585;845;509;420;2727;1969;2471;2013;1858;5088;4405;2142;3629;1820;2760;9830;136;189;315;400;344;591;11433;26;0
BX55;2075;1001;1714;1314;1724;1697;749;567;277;129;7944;2791;1098;1250;1031;4201;1259;660;1369;952;1161;1246;542;429;199;98;13502;2204;10;11150;2236;4546;3309;1290;2121;0;843;583;333;1892;1130;207;635;1147;3629;1707;1040;356;11124;1724;609;45;7360;3284;418;185;17126;18760;3072;2523;2916;2848;3042;5345;4288;4626;1872;1734;2219;817;584;11247;3025;12983;5262;2958;957;576;631;4407;2381;1961;4269;4174;5988;3488;1261;1792;513;1657;9590;392;554;1330;2657;693;575;6162;0;29
BX59;948;653;1262;782;1407;1602;955;867;232;80;6889;1708;996;588;422;2070;546;296;924;643;913;1320;654;729;185;80;11036;1801;0;8077;2573;3120;3214;917;1212;0;734;625;227;1216;869;372;1047;819;2895;1241;542;449;8806;1916;314;0;4508;3177;820;283;12736;14747;2016;1915;2091;2862;1811;4062;4570;3353;1196;1322;1146;800;339;8788;2780;10361;3965;1279;644;419;359;3362;2097;1845;2745;2179;4943;3035;1046;2274;566;2212;6576;1153;804;1886;1749;598;481;3133;0;0
BX10;961;707;1031;1084;1412;1909;1312;1864;618;349;7952;4015;2386;582;107;858;225;136;474;470;798;1245;669;1350;531;309;12935;1170;0;8255;5026;2726;3482;873;828;27;653;418;309;968;878;430;1404;1284;4367;739;619;839;9876;2590;469;0;3670;4528;2244;805;12231;13908;1108;1068;1208;1428;1367;3701;3580;4034;1799;1521;2120;2374;831;11247;4031;7194;2084;1270;563;239;275;1602;1337;1858;1865;1897;5805;3824;1165;3095;2309;4647;6600;2707;1051;2565;1286;638;309;3489;0;0
BX13;1485;972;2599;2080;2641;3193;2341;1947;748;252;12561;6761;4251;975;550;2045;655;198;1007;806;1407;1780;1802;1661;723;223;18752;2487;38;16164;6065;4816;5557;1167;1147;23;619;156;386;1493;1510;453;2114;1570;7344;1146;650;1288;12124;6295;333;0;8551;7122;2171;414;19239;25065;1769;2185;2491;2729;2751;4241;5378;7427;3285;2714;4805;3223;1306;18258;5201;13591;4541;935;464;530;545;3673;2026;3433;2368;3132;9170;7089;2725;5002;2893;8945;9313;425;370;1158;851;128;130;16064;0;0
BX52;1423;791;1586;1197;1867;2702;2463;2830;1124;672;12605;5119;3396;842;516;2254;770;424;790;724;1177;1734;1838;2265;1025;615;20449;2451;52;14433;6929;4394;5533;1436;2157;36;1116;619;593;2126;1557;553;1829;2457;5498;1788;941;1336;15478;4169;757;45;4437;7007;4115;1096;22319;23785;2308;2893;3059;3213;3505;5895;6263;6220;3294;2387;3681;2363;1023;16655;6921;15520;3931;1946;1038;693;658;4821;2400;4066;2699;2970;10268;6172;2041;4318;2658;8358;8297;4263;2620;4546;3026;854;247;2378;36;0
BX07;2564;1184;1560;1343;2061;2051;1578;953;137;48;9670;3170;1527;1398;863;4561;995;545;940;1013;1360;1441;1103;695;78;32;14169;2338;0;10595;3159;4924;3392;1159;1535;367;492;485;150;1367;894;312;993;1084;5030;1724;638;633;10740;2717;712;0;8041;4228;1070;140;16080;17648;2123;2090;1975;2466;2354;5438;4366;4883;2341;1469;2206;1496;521;13479;3399;11162;3642;1656;605;470;305;3416;2233;2146;2978;3396;6407;4166;1562;2930;1281;1629;11850;268;364;1164;1168;728;936;9697;0;11
BX31;971;363;776;657;1135;1826;1079;1560;846;494;7412;2981;1782;719;436;1304;492;134;535;411;804;1408;875;1475;676;457;13524;2274;18;10853;4849;2855;3508;1069;1243;0;788;297;271;1272;1002;328;1169;886;5065;917;882;647;10660;2409;442;13;2601;3907;2438;761;16059;17345;1758;1987;2534;2239;2351;3804;4475;4676;2010;1905;2444;1981;1240;9707;4548;11702;4554;1095;408;537;321;3736;1979;2969;2303;2091;6223;4295;1465;3686;2472;5789;3918;2361;2276;2629;1599;309;84;1020;17;0
BX37;969;526;1231;1183;1319;1609;1151;1305;278;86;7685;2422;1181;660;610;2151;567;301;783;778;979;1081;904;1040;232;47;12691;1758;9;8670;3270;3370;3643;1057;1351;3;584;339;248;1790;982;185;1016;1198;3592;1584;691;479;10019;2053;619;0;4241;3866;1183;367;14583;15515;2359;1966;2181;1996;2258;4868;3902;3972;1729;1435;1824;1018;590;9657;3611;10627;3372;2026;696;460;404;3430;1627;2094;2397;3113;5601;2919;1419;2582;1307;2956;6701;1562;769;2364;2291;665;443;2411;22;0
BX49;1053;713;1284;1090;1874;2098;1446;1199;460;147;8682;2970;1418;752;272;1978;417;240;688;643;1115;1326;1110;957;353;130;13571;1041;0;9985;5007;3431;2699;1116;1318;0;1010;1039;178;777;663;188;1006;1238;4620;1456;772;624;10315;2573;683;0;5697;3904;1405;358;14417;15774;2237;1597;1571;1483;1912;5119;4427;4064;1766;1574;2244;1294;903;11364;4382;8588;3465;1830;694;489;234;2649;1204;2657;3307;1941;5522;2931;1546;3577;2567;2957;8407;1070;953;1322;625;227;247;7633;17;0
BX03;1320;735;1257;1260;1704;2010;1430;1356;398;129;9086;2500;1220;933;569;2569;651;340;857;852;1229;1509;1353;1101;367;129;15049;2975;43;10082;4562;4626;3360;1001;1500;34;605;345;164;1800;1036;185;1004;850;6651;659;893;823;10884;3609;556;0;5094;4392;1747;366;16439;20237;2295;2650;2814;3788;2816;4534;4378;5616;2410;1723;2310;912;430;11599;3565;14005;5793;1294;416;435;589;4631;3223;3140;1874;3005;6025;4578;2427;3045;1359;4160;7439;1575;1834;2528;2158;426;1359;2451;61;0
BX44;2625;1254;2631;2611;2761;3859;2088;1878;361;254;15738;4927;2798;1634;1429;5398;1387;605;1741;1631;1987;2513;1699;1608;259;220;25127;4598;31;16760;6313;8264;6425;1691;2434;3;822;617;393;3068;2019;402;1604;1861;10005;1677;1717;939;19408;4525;1177;17;10453;7152;2243;474;27457;34046;4965;4057;4894;4869;4512;8393;8742;8453;3219;2651;3874;2127;747;20322;5225;23518;8514;2927;1182;1236;922;7299;4279;4582;3914;4856;11021;8004;3114;5443;1854;6328;13994;2071;2159;4251;4892;1463;1061;6472;6;0
BX62;1069;762;1388;1826;1688;2728;2285;2356;669;357;12081;4521;2561;571;465;2233;601;394;818;1103;1180;1875;1816;1905;580;289;21161;2916;0;12397;6502;6478;4585;1892;1704;115;1310;780;207;1958;1285;622;1341;1564;8321;1463;1471;724;16617;3746;769;29;5436;6228;2758;706;20888;24917;3130;2530;2973;3207;3599;6428;6472;6232;2913;2690;3174;1627;830;15128;5330;16022;6577;2577;810;786;426;4649;2781;3930;2782;2829;9463;5023;2356;5091;2822;7122;8006;3691;1371;4051;2832;707;360;3263;19;0
MN23;1882;1011;2020;1728;2565;4998;3712;5715;3932;9655;31696;6905;3458;398;314;787;120;115;231;167;270;1054;599;1358;1372;4558;42799;2614;38;16362;30560;2265;9411;178;385;38;388;1293;1056;3151;224;3715;8228;10991;7873;3780;1308;754;35916;2447;4436;0;29541;6982;605;90;31731;35454;2200;1775;1267;3534;4984;18428;10167;7752;3859;4291;5178;2883;867;37218;8425;6934;1558;8198;3174;818;275;2475;775;9193;338;601;2617;3868;1291;23511;21199;11672;25546;358;907;719;1716;3688;5613;29752;0;0
MN24;1554;909;1023;1052;1321;2098;1394;2506;1568;5336;16094;3200;1210;623;209;1258;384;283;328;301;397;603;369;907;498;3171;24173;1543;0;9475;15958;1904;5208;426;677;39;511;977;488;1950;331;1572;5914;5250;3490;2563;753;335;20041;1309;2808;15;14521;3864;270;106;20130;19929;2096;1332;1266;1227;4130;10505;6104;4109;2343;2501;2604;1242;600;18761;5977;6610;1623;4914;1464;673;295;2009;902;4029;2598;974;2383;2355;509;12192;8997;4995;13766;195;142;380;1235;3068;4193;13064;12;0
MN25;970;404;670;725;935;2125;1881;3340;2067;5814;17014;1851;1001;151;118;254;45;124;185;126;236;514;422;1098;914;3444;24811;1325;0;6613;17384;1327;5504;315;281;0;282;652;478;1775;235;1141;7477;6053;3509;1744;641;824;21787;1775;1249;0;14338;3894;510;189;18720;18786;2430;1402;692;1165;3989;11947;6710;4229;1172;1400;1057;832;481;18931;5947;5712;848;4570;1458;896;687;1269;546;4623;637;512;1197;2372;1032;11466;10612;3742;15189;267;36;116;69;287;405;21619;14;14
MN22;2335;1122;1714;1583;1756;3608;2993;3260;1706;2229;18748;3184;1212;675;294;1792;259;224;493;308;378;662;658;716;555;949;27585;1682;0;12129;17185;3071;6090;414;825;0;322;558;552;1951;629;2985;4280;6510;4122;3823;1135;718;22843;2045;2668;29;19332;2800;174;0;21488;22267;892;739;607;3751;5723;12686;6280;5097;2250;1579;2228;1280;643;22306;3674;3589;1592;7732;1514;428;162;1123;470;8118;1271;1361;3832;3070;827;12702;8980;2936;19370;148;149;267;564;2991;6371;14017;20;0
MN27;2999;1656;2707;1911;1898;2530;1646;1467;632;661;13096;5085;1437;2021;718;4572;1079;1137;1940;1378;998;1436;756;496;315;211;21458;2071;0;17360;7657;5951;5389;674;1787;0;509;1201;686;1784;782;1200;2119;3326;3495;4826;994;536;17970;1747;1665;76;15639;2124;322;22;23206;23344;1618;1933;1884;2010;4109;8947;7403;6158;2186;3109;3472;2488;1233;18107;6165;11588;5227;3510;805;403;502;2972;1545;3199;10301;4050;6686;3302;1014;7131;2512;1367;16740;116;57;230;554;1638;5184;12277;21;0
MN28;5388;3649;4230;2924;2803;4035;1847;2676;958;1706;19384;10080;3870;4715;1857;9224;1766;1913;2370;2036;1890;2356;1035;1338;652;865;30433;3837;89;29504;13066;7533;6883;802;2149;3;598;1330;956;2778;1053;1946;3322;4718;7028;3970;1640;1091;24149;3890;2351;43;24423;5195;503;95;34965;39278;3205;2898;3369;4325;5506;12315;9964;10600;4423;4761;6691;4375;1811;30216;8517;21655;7654;4760;1234;1259;735;4978;3586;5060;11470;6688;11452;6304;2124;11270;5632;4557;25659;192;129;350;578;1318;3190;26410;16;0
MN13;2720;1304;2857;2448;2743;4573;3613;5495;3533;9786;32686;6786;3609;1330;648;2540;437;170;724;370;559;788;1070;1201;949;4186;44286;3564;0;15417;29609;3908;9488;299;982;21;710;1600;961;4572;614;3862;7686;10609;6994;4418;1344;895;37117;2632;4514;23;31466;7032;490;84;34899;34400;2758;1903;1140;1994;5256;17835;13579;9459;4331;3497;4386;2107;1054;39072;7680;9130;1877;8816;3942;748;456;2291;1107;6572;1688;1783;4394;5824;2124;21474;18961;11444;27628;195;131;525;1011;2995;5899;33907;62;12
MN15;2068;1433;2128;2321;2246;3759;2696;3659;1649;3302;20934;4120;1774;870;506;2061;211;131;418;557;676;651;691;783;543;1200;28076;2912;0;9234;17677;3206;5637;421;1135;0;367;1489;693;1929;489;2695;4294;5654;4725;4127;1148;466;24459;1591;1983;43;21946;2971;344;0;22368;20563;1163;708;590;934;4172;12188;7558;6096;2880;1987;2615;1443;597;25261;4006;4575;1453;6808;1570;227;99;1052;774;4145;1722;1394;4213;4120;1466;12750;9699;3845;21416;155;51;406;368;2051;4560;22389;14;0
MN17;1398;770;857;834;1345;1082;859;2546;1773;4500;13430;2650;1058;383;314;1051;163;121;187;165;378;146;244;689;467;2093;17906;1327;0;7397;12549;1055;3840;151;311;32;137;950;526;1131;249;1159;4894;4160;2334;1434;568;332;15452;1023;1431;0;13273;2400;264;27;14044;14184;888;344;335;1326;2809;8006;4441;3209;1826;1647;2153;857;387;15964;3867;2138;493;3641;999;200;42;521;195;4086;412;440;1803;1964;554;8619;8734;3588;12376;225;70;248;326;836;725;18951;5;10
MN19;1302;504;1436;1251;1911;3136;3694;4849;2674;8337;24421;6903;3635;367;279;345;214;39;92;156;313;464;623;1533;989;4739;32369;1731;21;10666;22371;1340;8134;80;444;0;233;863;1031;2184;454;2250;8973;8009;3933;1996;1001;1442;27489;2562;2242;76;22508;5866;526;194;22234;26159;1935;888;622;539;3815;12166;6909;6121;2955;3316;4708;3197;1222;29094;8028;4807;1051;4907;1221;600;285;1034;378;2572;285;474;2363;3716;1335;17290;15131;11961;17133;280;79;137;280;907;1853;33410;0;18
MN20;1691;1042;1397;1086;2089;3638;2873;4706;2279;5372;21881;4628;2412;733;298;888;279;221;266;275;402;422;483;1330;854;2748;31959;1825;0;11829;22270;1829;7137;110;613;15;169;1319;779;2053;345;2664;6980;7712;5434;2165;1260;1064;27909;2301;1749;0;21751;4143;197;82;22559;26956;1890;1079;848;1361;6779;14739;6709;5443;2231;2415;3464;1693;864;26173;5669;5195;1786;8274;1795;696;161;1507;609;5797;555;719;2231;3527;1280;15968;13278;7555;18618;157;49;113;174;1543;1959;26746;0;15
